Country,State,District,Year,District And Taluk Court Case Type,Date Of Extraction,Pending Cases For A Period Of 0 To 1 Years (UOM:Number),Pending Cases For A Period Of 1 To 3 Years (UOM:Number),Pending Cases For A Period Of 3 To 5 Years (UOM:Number),Pending Cases For A Period Of 5 To 10 Years (UOM:Number),Pending Cases For A Period Of 10 To 20 Years (UOM:Number),Pending Cases For A Period Of 20 To 30 Years (UOM:Number),Pending Cases Over 30 Years (UOM:Number),Pending Cases (UOM:Number),Original Pending Cases (UOM:Number),Pending Appeal Cases (UOM:Number),Pending Application Cases (UOM:Number),Pending Execution Cases (UOM:Number),Cases Pending At Appearance Or Service-Related Stage (UOM:Number),Cases Pending At Compliance Or Steps Or Stay Stage (UOM:Number),Cases Pending At Evidence Or Argument Or Judgement Stage (UOM:Number),Cases Pending At Pleadings Or Issues Or Charge Stage (UOM:Number),Cases Instituted In Last Month (UOM:Number),Cases Disposed In Last Month (UOM:Number),Cases Filed By Senior Citizens (UOM:Number),Cases Filed By Women (UOM:Number),Cases Delayed In Disposal (UOM:Number)
India,Maharashtra,Parbhani,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,23841,27559,18647,14486,1570,43,12,86158,63216,3208,11414,8320,40346,15014,25446,5305,2628,1683,6508,11248,35254
India,Karnataka,Chamarajanagara,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,7572,5989,4108,3074,324,0,0,21067,16995,580,1554,1938,5962,2020,9287,1493,1341,1013,3578,3590,2738
India,Kerala,Wayanad,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2679,1425,564,315,58,7,2,5050,3660,171,100,1119,1004,2255,644,1060,359,303,860,847,147
India,Gujarat,Narmada,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,793,642,583,322,106,8,1,2455,1908,149,125,273,451,117,1472,291,101,216,752,379,249
India,Chhattisgarh,Kondagaon,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,332,117,90,3,1,0,0,543,473,5,0,65,239,17,183,93,37,23,70,86,88
India,Gujarat,Valsad,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,14274,10964,5955,1885,1589,295,36,34998,33347,226,1425,0,22505,137,11575,736,2459,1666,484,1001,267
India,Haryana,Jhajjar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4460,5508,4993,2209,27,0,1,17198,12146,773,1218,3061,7578,1613,5445,2202,383,524,3707,2592,9671
India,Odisha,Bargarh,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,1051,1256,1113,1528,568,59,35,5610,4037,449,316,808,1446,1355,1832,510,68,122,1615,880,3554
India,Jharkhand,Gumla,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,2712,2521,2121,2657,536,29,0,10576,9718,268,462,105,3167,545,6038,632,590,569,513,690,6332
India,Mizoram,Lunglei,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,83.18810134602125558268,35.06949370469523519662,9.78683545247308889208,4.07784810519712037170,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,132.12227860838670004308,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4.89341772623654444604,9.78683545247308889208,0.00000000000000000000,3.26227848415769629736,0.00000000000000000000
India,Bihar,Sitamarhi,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,7007,20677,23717,32607,316,10,3,84337,69603,692,1407,620,33908,12955,18407,1358,1336,914,2607,6700,59112
India,Kerala,Ernakulam,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,21414,21883,12007,4824,836,80,13,61057,46197,1610,2513,10727,13238,19741,9732,9493,2908,2377,11362,13912,63
India,Madhya Pradesh,Tikamgarh,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5681.20666899165908965624,6238.41742747891937670720,4680.27748784568693144512,2482.91942448133985990776,25.62730163870448100760,0.73220861824869945736,0.00000000000000000000,19109.18051905455843818128,16791.74024229742465563688,301.66995071846417643232,2015.77032603866960611208,0.00000000000000000000,0.00000000000000000000,106.17024964606142131720,11716.07010059744001721736,7280.35029124681870453048,2195.16143750960097316528,1610.85896014713880619200,153.76380983222688604560,1736.06663386766641340056,9856.99241886399209498032
India,Chhattisgarh,Kabirdham,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,474,329,258,116,5,0,0,1182,924,86,0,172,354,23,417,334,33,41,154,253,449
India,Delhi,North West,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,7863,6577,5141,3870,556,2,0,24009,19301,497,131,4080,1776,11786,9239,968,896,906,2567,3029,11539
India,Manipur,Kakching,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,233.74994508328239608938,145.95823464242053789816,91.04325527200488997608,69.00500697203545232314,3.61282759015892420540,0.72256551803178484108,6.14180690327017114918,550.23364198120415648242,304.20008309138141809468,1.80641379507946210270,126.08768289654645476846,7.58693793933374083134,17.34157243276283618592,162.21595879813569682246,251.09151751604523227530,19.87055174587408312970,67.55987593597188264098,66.11474489990831295882,78.39835870644865525718,132.95205531784841075872,125.00383461949877750684
India,Haryana,Fatehabad,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,9882,9954,6760,1835,10,0,0,28441,23051,2050,1358,1979,12228,1077,13029,2096,1396,1354,2178,3152,1634
India,Haryana,Palwal,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,11590,15192,11979,3867,41,1,1,42671,36688,1171,2442,2370,21580,683,17518,2889,1939,1682,3148,3644,3487
India,Haryana,Rohtak,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,14570,19315,8351,2486,38,1,0,44761,41582,429,2262,488,27496,235,13976,3045,1794,1603,911,2228,15375
India,Odisha,Jagatsinghapur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,6465,7995,6392,7805,4944,460,2,34063,29583,929,2957,594,15524,6102,9871,2358,700,903,3009,2504,16149
India,Gujarat,Surendranagar,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,10048,7018,4274,2534,715,76,4,24669,19660,822,1787,2138,10857,787,10985,1107,1585,1436,1513,1362,59
India,Mizoram,Lunglei,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,53.82759498860198890644,83.18810134602125558268,15.49582279974905741246,5.70898734727596852038,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,158.22050648164827042196,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,8.97126583143366481774,1.63113924207884814868,14.68025317870963333812,14.68025317870963333812,0.00000000000000000000
India,Himachal Pradesh,Solan,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,23745,11662,5700,3685,220,2,0,45014,42115,512,2236,151,32711,5180,5323,1783,5386,2734,674,1336,5021
India,Gujarat,Rajkot,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,9058,8442,5398,4326,1538,142,10,28914,17438,1069,3288,7118,12412,1470,11877,1924,1404,1287,2258,1618,14039
India,Jammu And Kashmir,Jammu,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,7165,7080,6031,7848,2270,155,12,30561,24505,680,3447,1926,17135,3944,7929,1420,807,795,4222,3036,308
India,Manipur,Imphal East,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,351.75864810866020391574,126.84902655580841113074,98.06059499704338165426,84.56601770387227408716,7.19710788969125736912,1.79927697242281434228,6.29746940347985019798,676.52814163097819269728,283.38612315659325890910,4.49819243105703585570,367.05250237425412582512,8.99638486211407171140,97.16095651083197448312,113.35444926263730356364,403.03804182271041267072,41.38337036572472987244,113.35444926263730356364,120.55155715232856093276,31.48734701739925098990,213.21432123210349956018,291.48286953249592344936
India,Gujarat,Valsad,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,16236,14108,7561,3673,2371,524,39,44512,40576,893,1935,1108,25873,655,16672,1148,2685,2006,1813,2142,360
India,Chhattisgarh,Janjgir-Champa,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,8130,6511,3799,1317,28,2,2,19789,18336,473,712,268,3427,702,9494,5890,1851,949,1075,1332,4930
India,Haryana,Kaithal,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,13910.82318131667156360741,16062.08306924548327321327,10092.73731853641863891459,2497.61321573553837942143,55.25647752280100018580,0.01282387614005000929,3.00000000000000000000,42621.52608623305290535179,35738.61684125946668732112,2050.13637126804142255612,1794.82702420713681798544,3037.94584949840797748911,19361.73134620343109324251,1994.17064547367916099007,17036.67430997367616276080,4223.92413682998638833983,1653.72548255371202080960,1350.41770952635082058664,3112.68989665345477875255,2698.58861733895388230133,14670.94331830256222673418
India,Maharashtra,Dhule,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,9283,8416,6494,4813,691,94,18,29809,24483,483,4842,0,15652,3266,8849,2041,1388,618,933,2598,22972
India,Karnataka,Kolar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,7390,7053,5016,5131,1009,11,0,25610,19852,1913,127,3710,8182,2664,12329,1561,620,390,7692,5778,20293
India,Bihar,Purnia,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,7810,9498,11802,20805,12242,3076,131,65364,63836,649,472,0,38562,861,18062,5081,992,969,2180,8235,52940
India,Madhya Pradesh,Shajapur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,6297.46586160598301952003,6641.62028610129961303664,4703.02890761502259892409,2668.59705648448020433856,108.28728727339075456038,2.48936292582507481748,0.00000000000000000000,20421.48876200600126519718,17025.37539044914294545009,537.08005124675989187131,1857.68708339696208254445,1001.34623691313634533133,0.00000000000000000000,698.88864142538975500751,8107.85504941226868053236,9152.14279679588756646522,1222.89953731156800408705,778.54825505179214916687,1087.22925785410142653439,2099.15528720199433984001,7353.57808288727101083592
India,Kerala,Alappuzha,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,32247,29011,19120,8202,571,47,8,89206,78552,1533,2211,6909,44879,17412,12848,7226,4511,3100,9256,11624,1699
India,Odisha,Jajapur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,8814,13390,13076,18300,8985,1986,117,64668,56856,1529,3563,2594,23631,23181,14953,2294,1002,506,5485,2628,41897
India,Kerala,Palakkad,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,17114,15029,11219,6877,641,11,0,50891,45361,691,4610,0,24824,5824,2989,3348,2784,1589,1085,3625,477
India,Karnataka,Chikkaballapura,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,12526,11030,8223,8157,1016,31,3,40986,34373,1857,1542,3214,11759,4945,16613,2491,1928,1169,7305,5716,21913
India,Gujarat,Chhotaudepur,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,3652,2235,1241,524,97,19,4,7772,7054,29,689,0,3861,54,3501,326,612,798,137,283,1371
India,Chhattisgarh,Balod,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,2868,2369,782,115,5,0,0,6139,5603,100,436,0,834,380,3512,1412,610,377,66,375,1544
India,Maharashtra,Mumbai,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,61435.00000000000000000000,55084.00000000000000000000,51126.00000000000000000000,47509.00000000000000000000,12432.00000000000000000000,803.00000000000000000000,143.00000000000000000000,228532.00000000000000000000,162406.00000000000000000000,1287.00000000000000000000,45251.00000000000000000000,6046.00000000000000000000,29574.00000000000000000000,52168.00000000000000000000,80571.00000000000000000000,24146.00000000000000000000,6435.00000000000000000000,5040.00000000000000000000,29867.00000000000000000000,27998.00000000000000000000,119901.00000000000000000000
India,Jharkhand,Godda,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,4659,3890,2530,4915,1030,27,4,17055,15565,147,1343,0,11161,54,5195,320,1004,777,468,921,7705
India,Maharashtra,Wardha,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3675,4891,2422,2362,286,10,5,13651,6913,1155,1376,4207,2726,4858,5158,903,240,228,2818,2966,4822
India,Haryana,Jind,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,5128.37996345244020173845,5364.31505705496824951814,3793.71784399378781429853,1131.30383794350268935366,10.85893736245944989781,0.00000000000000000000,0.00000000000000000000,15428.57563980715840480659,10564.75887754918480057842,1396.85421526182923685465,545.90839649455234486263,2921.05415050159202251089,6031.64611678429444323810,888.45851147395499163900,6127.40220079870959233697,2381.06881075019937759252,440.28055124153769585666,483.71630069137549544790,2518.28629196673242630121,1881.55769207706468229326,5511.40429951010079813393
India,Jharkhand,Koderma,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,3709,3814,2585,3082,201,2,0,13393,12926,102,364,0,5976,912,6090,391,820,801,1005,2320,5953
India,Jammu And Kashmir,Samba,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,820,850,534,552,140,4,0,2900,2426,91,137,240,861,303,1647,87,83,60,373,288,0
India,Maharashtra,Palghar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,14407.51623504495599894220,17206.18410386551789380540,15634.36658171301143546550,21262.52227076889025378680,10217.89529579531847144075,2702.96380916421733238430,1124.38752573654529759815,82555.83582208845668342310,72801.05084886748351007940,1070.85813643723393214385,8684.19718723474586425770,0.00000000000000000000,51358.47517772818229976450,10111.91791900072223276355,15717.90487107405796034115,5351.58717767610343014075,1653.73370880751324486845,792.66752235141880561620,1756.73723064103662990930,2971.42180701379402882935,13007.10089883064855927920
India,Meghalaya,Ri Bhoi,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,70,124,51,224,17,0,1,487,377,3,89,17,101,76,223,87,5,12,50,194,261
India,Manipur,Tamenglong,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,7.65667466638132652592,16.58946177715954080616,13.39918066616732142036,17.22751799935798468332,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,54.87283510906617343576,26.79836133233464284072,0.00000000000000000000,28.07447377673153059504,0.00000000000000000000,0.63805622219844387716,5.10444977758755101728,43.38782310949418364688,5.74250599978599489444,0.00000000000000000000,0.00000000000000000000,16.58946177715954080616,0.63805622219844387716,40.83559822070040813824
India,Karnataka,Bidar,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5636,5256,2404,1935,290,8,0,15529,12445,219,2865,0,7366,474,5201,2303,849,706,334,1082,3833
India,Odisha,Koraput,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,8528,7538,7399,6834,2821,627,1,33748,29631,356,3478,284,17756,5943,8772,1132,1113,1659,771,1156,14178
India,Gujarat,Narmada,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,5450,1683,1130,590,156,10,1,9020,7736,222,788,273,3976,240,4043,571,773,670,924,884,504
India,Maharashtra,Nagpur,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,54528,75357,59035,59950,26645,8948,5989,290452,244275,5558,20811,19808,177172,35909,64398,12848,3940,3007,16451,17069,70268
India,Madhya Pradesh,Mandla,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,3054.50692716405742698465,3421.83985098184196682624,2008.94475047516127045441,847.53903716448400567224,35.64416511439418715444,0.99011569762206075429,0.00000000000000000000,9369.46484659756091784627,7832.80528388812262718819,143.56677615519880937205,1393.09278655423948128603,0.00000000000000000000,211.88475929112100141806,134.65573487660026258344,5031.76797531531275330178,3975.31452595257392847435,1233.68415923708769984534,871.30181390741346377520,94.06099127409577165755,618.82231101378797143125,4484.23399453031315617941
India,Karnataka,Gadag,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4341,3645,1788,1058,115,9,0,10956,8140,610,59,2147,3487,1298,4956,326,415,284,2414,1271,1892
India,Haryana,Hisar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,8202,8731,5771,1737,20,1,1,24463,16357,1548,871,5686,11468,1714,8627,2654,748,708,3837,4250,13019
India,Bihar,Vaishali,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,4330.34402858750160322512,4716.30279208154650866336,4810.46064050124638561296,6346.51313930438603286848,2815.30566632422280270064,639.23609807016585881296,109.29727826971454404416,23767.45964313878373592768,20361.15538460170900231376,953.02557484218586701632,1350.33564053299334456864,1102.51061707199067401424,8953.06229464479597499872,6888.45635847142202248896,6827.92263012126068444880,1095.60587750499379664592,338.40538479219075604784,178.27451900182481520128,5018.30408253193426602240,4280.29422802189778241536,15993.73404480384823940128
India,Jharkhand,Hazaribagh,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,9044,10696,6695,10066,2438,60,16,39015,36806,343,1269,597,19299,1189,17184,1181,1547,1299,2071,2312,17935
India,Madhya Pradesh,Dhar,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3975,2919,2316,405,5,0,0,9620,6203,380,0,3037,37,1189,2205,6189,223,252,1499,1759,3018
India,Mizoram,Saitual,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,76.96666421929156085700,86.92389000989921033850,50.80876295315470870560,22.17501094989379235880,2.85261063190381309470,0.00000000000000000000,0.00000000000000000000,239.72693876414308535460,195.16162549590992983740,0.53822842111392699900,9.58046589582790058220,13.18659631729121147550,17.86918358098237636680,28.68757484537230904670,116.68792169749937338320,52.80020811127623860190,5.00552431635952109070,6.88932379025826558720,8.23489484304308308470,21.31384547611150916040,0.37675989477974889930
India,Mizoram,Aizawl,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,795.73498978431873938410,840.20531620508328248880,552.56746020694666325840,138.14186505173666581460,9.46177157888607300100,0.00000000000000000000,0.00000000000000000000,2336.11140282697142394690,2061.72002703927530691790,8.51559442099746570090,120.16449905185312711270,0.00000000000000000000,215.72839199860246442280,323.59258799790369663420,1244.22296262351859963150,293.31491894546826303100,39.73944063132150660420,55.82445231542783070590,7.56941726310885840080,90.83300715730630080960,4.73088578944303650050
India,Manipur,Kangpokpi,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,53.63934683111252920065,10.18343794468416816615,6.05745116743720154117,9.32112686528943011058,1.67166489205885617534,0.01085213324493343130,0.00000000000000000000,80.88387983382711862519,58.84750947904891280381,1.31289279522902933209,10.70651076708995955481,7.55613362732414642606,6.67580743499049127006,6.38366686453222809052,51.65318540235851937282,2.74515905615232640848,0.24308778468650886112,1.12775483031813738964,16.99164140526284729807,8.34682062730232383505,14.44399117416830933925
India,Manipur,Tengnoupal,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,25.10535295667975197998,3.70406846901832406262,2.46937897934554937508,2.46937897934554937508,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,33.74817938438917479276,10.70064224383071395868,0.00000000000000000000,10.28907908060645572950,0.41156316322425822918,2.05781581612129114590,0.41156316322425822918,19.34346867154013677146,0.41156316322425822918,17.69721601864310385474,16.87408969219458739638,7.81970010126090635442,2.46937897934554937508,4.11563163224258229180
India,Madhya Pradesh,Balaghat,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,2157,1576,1186,478,38,1,4,5440,4091,613,0,735,0,909,1204,3325,206,168,1158,1696,1346
India,Bihar,Rohtas,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,3781,3650,4337,5743,2820,701,251,21283,17815,927,1511,1029,9176,3506,6598,743,279,327,4535,4904,20738
India,Maharashtra,Gondia,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,10594,8727,6036,4202,232,45,7,29843,24173,888,2954,1828,11064,4737,12213,1829,1152,660,2206,2785,11659
India,Karnataka,Hassan,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,12265,12369,10085,8990,531,7,0,44247,38302,420,5525,0,20360,3647,13654,4217,2153,1616,2861,3288,20701
India,Chhattisgarh,Balod,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,600,401,299,140,4,0,0,1444,1062,161,0,221,413,118,664,247,59,56,234,375,1327
India,Chhattisgarh,Durg,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,12921,13980,10858,7678,248,15,4,45704,40636,541,2904,1623,17393,2845,18014,7073,3050,2361,1644,5076,14463
India,Jharkhand,Gumla,"Calendar Year (Jan - Dec), 2023",Civil,18-Jan-2023,390,282,315,383,228,7,0,1605,1268,119,94,105,441,353,630,181,49,40,407,349,1041
India,Haryana,Sonipat,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,24974,19878,15467,7563,86,0,0,67968,57034,2134,3813,4987,34819,2941,25112,5094,3353,3346,6812,7003,16067
India,Maharashtra,Bhandara,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,5731.00000000000000000000,5676.00000000000000000000,3096.00000000000000000000,1357.00000000000000000000,39.00000000000000000000,5.00000000000000000000,1.00000000000000000000,15905.00000000000000000000,13979.00000000000000000000,151.00000000000000000000,1775.00000000000000000000,0.00000000000000000000,5212.00000000000000000000,2218.00000000000000000000,6949.00000000000000000000,1526.00000000000000000000,470.00000000000000000000,464.00000000000000000000,362.00000000000000000000,636.00000000000000000000,5804.00000000000000000000
India,Madhya Pradesh,Shahdol,"Calendar Year (Jan - Dec), 2023",Criminal,18-Jan-2023,6131.42135799486677779933,7740.47533824410700485650,5961.84684552417993238266,3978.06019724065949759436,140.47788483483864251229,27.01291580634699033817,0.00000000000000000000,23979.29453964499884548331,21063.87428277033835754840,286.86730900903185507374,2628.55294786562863286117,0.00000000000000000000,1.49823353625087922772,292.39137415797671497780,8622.95237421536843481686,15007.82516613568203385151,2652.81442987999791788099,1528.09821057956294203259,262.45948611720990821321,1930.77763244474044928283,9448.60254632379340582185
India,Gujarat,Panch Mahals,"Calendar Year (Jan - Dec), 2023",Total,18-Jan-2023,11820,8060,4943,3862,1753,153,4,30595,24856,367,4570,802,13329,1007,14070,1563,1577,1664,1529,2993,11291
